clean_text,sentiment
ossum place very tasty food lot variety buffet grt time kudos chefs personals involve very polite quick service everything well prepare,positive
table locate road near raj mandir delicious food n service also good good place family n friends go n try u happy surely,positive
ambience restaurant grab attention attract enough not miss sight table place golden light cover fine dine experience place sit arrangement people yellow colour theme option buffet choose opt food service ambience must visit place red heart,positive
great ambience tasteless good not worthy food item chicken malai tikkaprice service ambience indianfoodblogger indianfood foodblogging foodblogger chickenlove chickentikka indiandinning foodlove foodie foodprincipal,negative
table restaurant golden tulip essentiali really like way utilise small place restaurant decorate very classy way whole theme golden lamps golden hangings very fancy way food fancy even buffet option but go ala carte allwhat star ones highly recommend search paradise star orange ginger shoot lemon mint shoot watermelon stick feta cheese salad cheese cucumber roll salad waldorf salad cucumber beet root cold soup mushroom cappuccino soup star chicken dim sum star drum heaven star dahi read,negative
perfect place family gatherings dinners romantic dinner love place give good vibes whenever enter ambience perfect pretty light comfortable seat one thing love staff serve smile face pleasant gesture talk food let start welcome drink serve search paradise beautiful mocktail litchi flavour really refresh summer texture totally perfect serve orange ginger shots lemon mint shots different but try like tangy flavour personally love lemon mint shots read,positive
amaze place table elite place exquisite fantastic ambience place make keep mind royalty classiness people jaipur design decorate utmost pretty light chandeliers try black small square spicy cilantro mango shouter sweet tangy mango base mocktail black small square salad cucumber cup top tabule salad specialty really scrumptious black small square mushroom cappuccino roast almonds dream smile face heart eye black small square cheese spinach cannelloni super cheesy really delicious black small square paneer launglata perfect starter totally spicy black small square dal baati churma very authentic yummy black small square veg biryani read,positive
place very royal luxurious interiors very classy attractive lot shimmer interiors somewhere give ancient feel decor right no less no balance actually place sit talk enjoy time place don much crowd well not noisy come food honey chilli potato amaze crispy potato toss honey chilli sauce grill fish lemon caper butter sauce something try first time worth try fish fillet parsley potato seasonal butter vegetables chicken tikka chaat read,positive
excellent food,positive
table beautiful very sassy new place town grin face big eye place really well light top notch revolve hearts but mostly appropriate classy family dinners service pretty nicehere try cherry blossom spicy cilantro mango shouter amaze drink give major nostalgia childhood days remind mango bite pulse combine together cherry blossom salad go cucumber cup top tabule salad refresh well present cherry blossom mushroom cappuccino roast almonds perfect different soup option must try cherry blossom cheese spinach cannelloni really amaze taste perfect authentic read,positive
wonderful experience great food prepare chef heera service really awesome devender really enjoy dinner family very happy food service bread dal chicken curry really awasom,positive
kind kitty party birthday celebration place good taste food service time sofas furnitures comfortableplace not much crowd noise place enjoy family,negative
parfect place perfect dinner pasta pizza amaze also cheese ball very help full staff especially thank chef jitendra,positive
new eaters place jaipur table luxury global menu well groom staff friendly atmosphere mind blow ambience love family love future also thank golden tulip essential table,positive
go friends anniversary treat worst buffet ever host feel very uncomfortable high expectations staff not atvall friendly pre book seat but besides no arrangement make repetitive call no one look atlast manage somehow food also not good buffet dint variety plus finish very bad experience,negative
variety food good taste nice ambiance small restaurant beautiful interiror value money victory hand light skin tone gr even njoyed buffet smile face smile eye thumb light skin tone,positive
amaze food good service recommend highly order indian cousin really delicious freshly prepare food visit least,positive
ambience location good come food soup bad starters ok maincourse average bread not prepare properly unaware menu vegetables average oonchi dukaan feeke pakvaan,negative
admire interior delicious food best combinationyou find table something extraordinary efforts see table must visit,positive
go friends anniversary treat worst buffet ever host feel very uncomfortable high expectations staff not atvall friendly pre book seat but besides no arrangement make repetitive call no one look atlast manage somehow food also not good buffet dint variety plus finish very bad experience,negative
variety food good taste nice ambiance small restaurant beautiful interiror value money victory hand light skin tone gr even njoyed buffet smile face smile eye thumb light skin tone,positive
amaze food good service recommend highly order indian cousin really delicious freshly prepare food visit least,positive
ambience location good come food soup bad starters ok maincourse average bread not prepare properly unaware menu vegetables average oonchi dukaan feeke pakvaan,negative
admire interior delicious food best combinationyou find table something extraordinary efforts see table must visit,positive
go friends anniversary treat worst buffet ever host feel very uncomfortable high expectations staff not atvall friendly pre book seat but besides no arrangement make repetitive call no one look atlast manage somehow food also not good buffet dint variety plus finish very bad experience,negative
variety food good taste nice ambiance small restaurant beautiful interiror value money victory hand light skin tone gr even njoyed buffet smile face smile eye thumb light skin tone,positive
amaze food good service recommend highly order indian cousin really delicious freshly prepare food visit least,positive
ambience location good come food soup bad starters ok maincourse average bread not prepare properly unaware menu vegetables average oonchi dukaan feeke pakvaan,negative
admire interior delicious food best combinationyou find table something extraordinary efforts see table must visit,positive
go friends anniversary treat worst buffet ever host feel very uncomfortable high expectations staff not atvall friendly pre book seat but besides no arrangement make repetitive call no one look atlast manage somehow food also not good buffet dint variety plus finish very bad experience,negative
variety food good taste nice ambiance small restaurant beautiful interiror value money victory hand light skin tone gr even njoyed buffet smile face smile eye thumb light skin tone,positive
amaze food good service recommend highly order indian cousin really delicious freshly prepare food visit least,positive
ambience location good come food soup bad starters ok maincourse average bread not prepare properly unaware menu vegetables average oonchi dukaan feeke pakvaan,negative
admire interior delicious food best combinationyou find table something extraordinary efforts see table must visit,positive
go friends anniversary treat worst buffet ever host feel very uncomfortable high expectations staff not atvall friendly pre book seat but besides no arrangement make repetitive call no one look atlast manage somehow food also not good buffet dint variety plus finish very bad experience,negative
variety food good taste nice ambiance small restaurant beautiful interiror value money victory hand light skin tone gr even njoyed buffet smile face smile eye thumb light skin tone,positive
amaze food good service recommend highly order indian cousin really delicious freshly prepare food visit least,positive
ambience location good come food soup bad starters ok maincourse average bread not prepare properly unaware menu vegetables average oonchi dukaan feeke pakvaan,negative
admire interior delicious food best combinationyou find table something extraordinary efforts see table must visit,positive
go friends anniversary treat worst buffet ever host feel very uncomfortable high expectations staff not atvall friendly pre book seat but besides no arrangement make repetitive call no one look atlast manage somehow food also not good buffet dint variety plus finish very bad experience,negative
variety food good taste nice ambiance small restaurant beautiful interiror value money victory hand light skin tone gr even njoyed buffet smile face smile eye thumb light skin tone,positive
amaze food good service recommend highly order indian cousin really delicious freshly prepare food visit least,positive
ambience location good come food soup bad starters ok maincourse average bread not prepare properly unaware menu vegetables average oonchi dukaan feeke pakvaan,negative
admire interior delicious food best combinationyou find table something extraordinary efforts see table must visit,positive
go friends anniversary treat worst buffet ever host feel very uncomfortable high expectations staff not atvall friendly pre book seat but besides no arrangement make repetitive call no one look atlast manage somehow food also not good buffet dint variety plus finish very bad experience,negative
variety food good taste nice ambiance small restaurant beautiful interiror value money victory hand light skin tone gr even njoyed buffet smile face smile eye thumb light skin tone,positive
amaze food good service recommend highly order indian cousin really delicious freshly prepare food visit least,positive
ambience location good come food soup bad starters ok maincourse average bread not prepare properly unaware menu vegetables average oonchi dukaan feeke pakvaan,negative
admire interior delicious food best combinationyou find table something extraordinary efforts see table must visit,positive
go friends anniversary treat worst buffet ever host feel very uncomfortable high expectations staff not atvall friendly pre book seat but besides no arrangement make repetitive call no one look atlast manage somehow food also not good buffet dint variety plus finish very bad experience,negative
variety food good taste nice ambiance small restaurant beautiful interiror value money victory hand light skin tone gr even njoyed buffet smile face smile eye thumb light skin tone,positive
amaze food good service recommend highly order indian cousin really delicious freshly prepare food visit least,positive
ambience location good come food soup bad starters ok maincourse average bread not prepare properly unaware menu vegetables average oonchi dukaan feeke pakvaan,negative
admire interior delicious food best combinationyou find table something extraordinary efforts see table must visit,positive
go friends anniversary treat worst buffet ever host feel very uncomfortable high expectations staff not atvall friendly pre book seat but besides no arrangement make repetitive call no one look atlast manage somehow food also not good buffet dint variety plus finish very bad experience,negative
variety food good taste nice ambiance small restaurant beautiful interiror value money victory hand light skin tone gr even njoyed buffet smile face smile eye thumb light skin tone,positive
amaze food good service recommend highly order indian cousin really delicious freshly prepare food visit least,positive
ambience location good come food soup bad starters ok maincourse average bread not prepare properly unaware menu vegetables average oonchi dukaan feeke pakvaan,negative
admire interior delicious food best combinationyou find table something extraordinary efforts see table must visit,positive
go friends anniversary treat worst buffet ever host feel very uncomfortable high expectations staff not atvall friendly pre book seat but besides no arrangement make repetitive call no one look atlast manage somehow food also not good buffet dint variety plus finish very bad experience,negative
variety food good taste nice ambiance small restaurant beautiful interiror value money victory hand light skin tone gr even njoyed buffet smile face smile eye thumb light skin tone,positive
amaze food good service recommend highly order indian cousin really delicious freshly prepare food visit least,positive
ambience location good come food soup bad starters ok maincourse average bread not prepare properly unaware menu vegetables average oonchi dukaan feeke pakvaan,negative
admire interior delicious food best combinationyou find table something extraordinary efforts see table must visit,positive
go friends anniversary treat worst buffet ever host feel very uncomfortable high expectations staff not atvall friendly pre book seat but besides no arrangement make repetitive call no one look atlast manage somehow food also not good buffet dint variety plus finish very bad experience,negative
variety food good taste nice ambiance small restaurant beautiful interiror value money victory hand light skin tone gr even njoyed buffet smile face smile eye thumb light skin tone,positive
amaze food good service recommend highly order indian cousin really delicious freshly prepare food visit least,positive
ambience location good come food soup bad starters ok maincourse average bread not prepare properly unaware menu vegetables average oonchi dukaan feeke pakvaan,negative
admire interior delicious food best combinationyou find table something extraordinary efforts see table must visit,positive
go friends anniversary treat worst buffet ever host feel very uncomfortable high expectations staff not atvall friendly pre book seat but besides no arrangement make repetitive call no one look atlast manage somehow food also not good buffet dint variety plus finish very bad experience,negative
variety food good taste nice ambiance small restaurant beautiful interiror value money victory hand light skin tone gr even njoyed buffet smile face smile eye thumb light skin tone,positive
amaze food good service recommend highly order indian cousin really delicious freshly prepare food visit least,positive
ambience location good come food soup bad starters ok maincourse average bread not prepare properly unaware menu vegetables average oonchi dukaan feeke pakvaan,negative
admire interior delicious food best combinationyou find table something extraordinary efforts see table must visit,positive
go friends anniversary treat worst buffet ever host feel very uncomfortable high expectations staff not atvall friendly pre book seat but besides no arrangement make repetitive call no one look atlast manage somehow food also not good buffet dint variety plus finish very bad experience,negative
variety food good taste nice ambiance small restaurant beautiful interiror value money victory hand light skin tone gr even njoyed buffet smile face smile eye thumb light skin tone,positive
amaze food good service recommend highly order indian cousin really delicious freshly prepare food visit least,positive
ambience location good come food soup bad starters ok maincourse average bread not prepare properly unaware menu vegetables average oonchi dukaan feeke pakvaan,negative
admire interior delicious food best combinationyou find table something extraordinary efforts see table must visit,positive
go friends anniversary treat worst buffet ever host feel very uncomfortable high expectations staff not atvall friendly pre book seat but besides no arrangement make repetitive call no one look atlast manage somehow food also not good buffet dint variety plus finish very bad experience,negative
variety food good taste nice ambiance small restaurant beautiful interiror value money victory hand light skin tone gr even njoyed buffet smile face smile eye thumb light skin tone,positive
amaze food good service recommend highly order indian cousin really delicious freshly prepare food visit least,positive
ambience location good come food soup bad starters ok maincourse average bread not prepare properly unaware menu vegetables average oonchi dukaan feeke pakvaan,negative
admire interior delicious food best combinationyou find table something extraordinary efforts see table must visit,positive
go friends anniversary treat worst buffet ever host feel very uncomfortable high expectations staff not atvall friendly pre book seat but besides no arrangement make repetitive call no one look atlast manage somehow food also not good buffet dint variety plus finish very bad experience,negative
variety food good taste nice ambiance small restaurant beautiful interiror value money victory hand light skin tone gr even njoyed buffet smile face smile eye thumb light skin tone,positive
amaze food good service recommend highly order indian cousin really delicious freshly prepare food visit least,positive
ambience location good come food soup bad starters ok maincourse average bread not prepare properly unaware menu vegetables average oonchi dukaan feeke pakvaan,negative
admire interior delicious food best combinationyou find table something extraordinary efforts see table must visit,positive
go friends anniversary treat worst buffet ever host feel very uncomfortable high expectations staff not atvall friendly pre book seat but besides no arrangement make repetitive call no one look atlast manage somehow food also not good buffet dint variety plus finish very bad experience,negative
variety food good taste nice ambiance small restaurant beautiful interiror value money victory hand light skin tone gr even njoyed buffet smile face smile eye thumb light skin tone,positive
amaze food good service recommend highly order indian cousin really delicious freshly prepare food visit least,positive
ambience location good come food soup bad starters ok maincourse average bread not prepare properly unaware menu vegetables average oonchi dukaan feeke pakvaan,negative
admire interior delicious food best combinationyou find table something extraordinary efforts see table must visit,positive
go friends anniversary treat worst buffet ever host feel very uncomfortable high expectations staff not atvall friendly pre book seat but besides no arrangement make repetitive call no one look atlast manage somehow food also not good buffet dint variety plus finish very bad experience,negative
variety food good taste nice ambiance small restaurant beautiful interiror value money victory hand light skin tone gr even njoyed buffet smile face smile eye thumb light skin tone,positive
amaze food good service recommend highly order indian cousin really delicious freshly prepare food visit least,positive
ambience location good come food soup bad starters ok maincourse average bread not prepare properly unaware menu vegetables average oonchi dukaan feeke pakvaan,negative
admire interior delicious food best combinationyou find table something extraordinary efforts see table must visit,positive
go friends anniversary treat worst buffet ever host feel very uncomfortable high expectations staff not atvall friendly pre book seat but besides no arrangement make repetitive call no one look atlast manage somehow food also not good buffet dint variety plus finish very bad experience,negative
variety food good taste nice ambiance small restaurant beautiful interiror value money victory hand light skin tone gr even njoyed buffet smile face smile eye thumb light skin tone,positive
amaze food good service recommend highly order indian cousin really delicious freshly prepare food visit least,positive
ambience location good come food soup bad starters ok maincourse average bread not prepare properly unaware menu vegetables average oonchi dukaan feeke pakvaan,negative
admire interior delicious food best combinationyou find table something extraordinary efforts see table must visit,positive
go friends anniversary treat worst buffet ever host feel very uncomfortable high expectations staff not atvall friendly pre book seat but besides no arrangement make repetitive call no one look atlast manage somehow food also not good buffet dint variety plus finish very bad experience,negative
variety food good taste nice ambiance small restaurant beautiful interiror value money victory hand light skin tone gr even njoyed buffet smile face smile eye thumb light skin tone,positive
amaze food good service recommend highly order indian cousin really delicious freshly prepare food visit least,positive
ambience location good come food soup bad starters ok maincourse average bread not prepare properly unaware menu vegetables average oonchi dukaan feeke pakvaan,negative
admire interior delicious food best combinationyou find table something extraordinary efforts see table must visit,positive
go friends anniversary treat worst buffet ever host feel very uncomfortable high expectations staff not atvall friendly pre book seat but besides no arrangement make repetitive call no one look atlast manage somehow food also not good buffet dint variety plus finish very bad experience,negative
variety food good taste nice ambiance small restaurant beautiful interiror value money victory hand light skin tone gr even njoyed buffet smile face smile eye thumb light skin tone,positive
amaze food good service recommend highly order indian cousin really delicious freshly prepare food visit least,positive
ambience location good come food soup bad starters ok maincourse average bread not prepare properly unaware menu vegetables average oonchi dukaan feeke pakvaan,negative
admire interior delicious food best combinationyou find table something extraordinary efforts see table must visit,positive
go friends anniversary treat worst buffet ever host feel very uncomfortable high expectations staff not atvall friendly pre book seat but besides no arrangement make repetitive call no one look atlast manage somehow food also not good buffet dint variety plus finish very bad experience,negative
variety food good taste nice ambiance small restaurant beautiful interiror value money victory hand light skin tone gr even njoyed buffet smile face smile eye thumb light skin tone,positive
amaze food good service recommend highly order indian cousin really delicious freshly prepare food visit least,positive
ambience location good come food soup bad starters ok maincourse average bread not prepare properly unaware menu vegetables average oonchi dukaan feeke pakvaan,negative
admire interior delicious food best combinationyou find table something extraordinary efforts see table must visit,positive
go friends anniversary treat worst buffet ever host feel very uncomfortable high expectations staff not atvall friendly pre book seat but besides no arrangement make repetitive call no one look atlast manage somehow food also not good buffet dint variety plus finish very bad experience,negative
variety food good taste nice ambiance small restaurant beautiful interiror value money victory hand light skin tone gr even njoyed buffet smile face smile eye thumb light skin tone,positive
amaze food good service recommend highly order indian cousin really delicious freshly prepare food visit least,positive
ambience location good come food soup bad starters ok maincourse average bread not prepare properly unaware menu vegetables average oonchi dukaan feeke pakvaan,negative
admire interior delicious food best combinationyou find table something extraordinary efforts see table must visit,positive
go friends anniversary treat worst buffet ever host feel very uncomfortable high expectations staff not atvall friendly pre book seat but besides no arrangement make repetitive call no one look atlast manage somehow food also not good buffet dint variety plus finish very bad experience,negative
variety food good taste nice ambiance small restaurant beautiful interiror value money victory hand light skin tone gr even njoyed buffet smile face smile eye thumb light skin tone,positive
amaze food good service recommend highly order indian cousin really delicious freshly prepare food visit least,positive
ambience location good come food soup bad starters ok maincourse average bread not prepare properly unaware menu vegetables average oonchi dukaan feeke pakvaan,negative
admire interior delicious food best combinationyou find table something extraordinary efforts see table must visit,positive
go friends anniversary treat worst buffet ever host feel very uncomfortable high expectations staff not atvall friendly pre book seat but besides no arrangement make repetitive call no one look atlast manage somehow food also not good buffet dint variety plus finish very bad experience,negative
variety food good taste nice ambiance small restaurant beautiful interiror value money victory hand light skin tone gr even njoyed buffet smile face smile eye thumb light skin tone,positive
amaze food good service recommend highly order indian cousin really delicious freshly prepare food visit least,positive
ambience location good come food soup bad starters ok maincourse average bread not prepare properly unaware menu vegetables average oonchi dukaan feeke pakvaan,negative
admire interior delicious food best combinationyou find table something extraordinary efforts see table must visit,positive
go friends anniversary treat worst buffet ever host feel very uncomfortable high expectations staff not atvall friendly pre book seat but besides no arrangement make repetitive call no one look atlast manage somehow food also not good buffet dint variety plus finish very bad experience,negative
variety food good taste nice ambiance small restaurant beautiful interiror value money victory hand light skin tone gr even njoyed buffet smile face smile eye thumb light skin tone,positive
amaze food good service recommend highly order indian cousin really delicious freshly prepare food visit least,positive
ambience location good come food soup bad starters ok maincourse average bread not prepare properly unaware menu vegetables average oonchi dukaan feeke pakvaan,negative
admire interior delicious food best combinationyou find table something extraordinary efforts see table must visit,positive
go friends anniversary treat worst buffet ever host feel very uncomfortable high expectations staff not atvall friendly pre book seat but besides no arrangement make repetitive call no one look atlast manage somehow food also not good buffet dint variety plus finish very bad experience,negative
variety food good taste nice ambiance small restaurant beautiful interiror value money victory hand light skin tone gr even njoyed buffet smile face smile eye thumb light skin tone,positive
amaze food good service recommend highly order indian cousin really delicious freshly prepare food visit least,positive
ambience location good come food soup bad starters ok maincourse average bread not prepare properly unaware menu vegetables average oonchi dukaan feeke pakvaan,negative
admire interior delicious food best combinationyou find table something extraordinary efforts see table must visit,positive
go friends anniversary treat worst buffet ever host feel very uncomfortable high expectations staff not atvall friendly pre book seat but besides no arrangement make repetitive call no one look atlast manage somehow food also not good buffet dint variety plus finish very bad experience,negative
variety food good taste nice ambiance small restaurant beautiful interiror value money victory hand light skin tone gr even njoyed buffet smile face smile eye thumb light skin tone,positive
amaze food good service recommend highly order indian cousin really delicious freshly prepare food visit least,positive
ambience location good come food soup bad starters ok maincourse average bread not prepare properly unaware menu vegetables average oonchi dukaan feeke pakvaan,negative
admire interior delicious food best combinationyou find table something extraordinary efforts see table must visit,positive
great food service thankyou shoiab,positive
good food ausum place hangout sohab help us way,positive
restaurant owner refuse pay amount bill zomato app even book zomato app inform advance,negative
narendra good service food testi,positive
brilliant staff narendra,positive
amaze service shoaib,positive
service mr soaib good servicefood awesome,positive
soaib bhai great jost,positive
lovely place mr soaib quite hospitable,positive
spain very good service,positive
food good shoaib ji service good,positive
good,positive
overall experience good also service mr narendra ice cake food vibes amaze,positive
good service staff polite behavior good awareness,positive
wonderful place amaze hospitality mr shoaib,positive
narendra very good service food testi thank rajesh chef,positive
pathetic call ask entries pm say go open but reach deny entry say food till pm club open no food serve pathetic place dint mention correct detail ask people come venue deny cater never go book place,negative
wonderful service soaib,positive
narendra kumar saini serve very good service club,positive
soaib excellent service very good,positive
narendra yadav serve happy face really good thank,positive
get good service mr narendra atmosphere great,positive
soaib attend us extremely well food drink everything good,positive
food good ambience nice inprove food quality,positive
food not good personally not like much ambience great place focus towards create atmosphere instagram worthy picture reel instead quality food drink cocktails also not mark could improve,negative
menu fake zomato old menu playboy restaurant current menu limit items,negative
place really great especially service provide mr soaib awesome,positive
great service mr soaib,positive
shoabe food good tasty drink nicee serve also good good go might come see yaa,positive
great service provide shoaib great understand menu special items,positive
shoeb provide good service thank,positive
shoib,positive
suhiv great man roso,positive
charge us extra checkout pay cgst sgst twice charge us vat also service charge extra ask leave early didn even finish food drink,negative
nice service soheb,positive
amaze dinner mr shoaib very helpful carwred request happily nice place jaipur amaze food great drink must visit,positive
mohit serve well,positive
best food ever thank sohaib akhtar service,positive
food tasty cocktails very nice service mr soaib great music ply perfect everything good,positive
soaib sir very humble also very serviceable whenever need very pleasant attitude versatile,positive
soaib wonderful person help order roso very quick responsive service suggestions visit place ask serve,positive
issue bill request separate bill food drink but didn provide,negative
food delicious good service shoaib,positive
very good hospitality provide mr shoaib very kind good hospitality provide mr sohaib,positive
horrible pplaace come weekendthey not allow u carry ur ciggerate aas well hookah time like minutes don allow pay via zomato u r come weekendnever come,negative
shoaib very nice love visit place,positive
great place b awesomemohit shanu very goodnjoid alot,positive
cockateil nice food best tasty music great best service provide mr soaib,positive
food great drink awesome best service mr soaib lovely music ply dj,positive
best hospitality,positive
think roso one best premium night club jaipur everything amaze,positive
awesome service mr ali liits white good worth visit,positive
good place visit,positive
best cocktails serve manjeet good sense make cocktails rooftop very amaze,positive
nice club visit service quite good entry charge quite high good experience,positive
think food average drink very awesome thank mohit good service visit fire,positive
nice place,positive
place very good breezy rooftop server shoaib very helpful kind food also good,positive
ambience really good shoaib one attend table extremely helpful very good suggestions,positive
new cocktail veery nice foods awesome serve very gudd name soaib,positive
food vs good best service soaib best drink mocktail cocktail,positive
amaze facility,positive
nd friends visit last week roso club experience good nd club tooo good along rooftop view amaze rosojaipur amaze jaipur best club ever,positive
club roso jaipur fell short multiple aspects dj play mostly sad songs food not delicious crowd lackluster bouncers rude factor greatly impact overall experience leave us disappoint crucial club improve offerings hospitality create enjoyable welcome atmosphere patrons,negative
shohaib very welcome welcome food drink great,positive
worst place service not waste money place,negative
service really good soaib take care everything good experience,positive
food drink great service soaib great,positive
soaib service great food drink great,positive
delicious food fantastic service sonu pal,positive
soaib vs good service good food beverageclub very nice best dj vaibhav,positive
fanatics service mr soaib,positive
sohaib fab job service food recommend good food,positive
food drink really good dance floor also good must vist roso meet mr shoyab nice guy roso,positive
enojyed lot roso love food nice service soaib ji,positive
very nice service food accompany soaib full time visit thank,positive
service good,positive
soaib serve treat us really well really nice time,positive
soaib greated us well make sure everything serve properly time please service,positive
awesome service shoiab dj also awesome,positive
soaib service man good service also food good way food serve way soaib attend us great very friendly staff overall nice experience,positive
nice food club also enjoy staff good thank shoyeb serve food,positive
very good tasty food good service provide soaib place also very nice decent look forward smile face smile eye,positive
soheb superb service ambience good,positive
very good service shoaib delicious food,positive
best service soaib dj ply great music cocktail very nice specially liit also awesome full enjoy,positive
place really nice fun server soaib particularly attentive help throughout dinner,positive
service soaib wonderfulon time great nature hand hand hand hand,positive
great place soaib particularly attentive great service,positive
book via zomato gold deny entry place ask entry charge manager try give vague answer without even listen issue,negative
worst staff behaviour wait hour food pathetic staff start misbehave refuse change ask change worst pub town,negative
strawberry shake paneer tikka taste gud soaib service gud,positive
shoeab person very good,positive
good service available soaib good club very nice service available roso club dj light good attractions,positive
place very decent good amibence staff also very polite very great service shoib,positive
food tasty mocktail niceservice soaib goodclubing experience very goodwe enjoy lot,positive
recently celebrate birthday roso club jaipur must admit experience leave much desire venue potential great choice event several issue dampen overall experience first foremost rooftop area seat unbearably hot consider jaipur climate crucial any outdoor venue provide adequate cool facilities however roso club fell short regard two coolers available heat make uncomfortable everyone attendance another major letdown poor service club staff seem overwhelm unable meet demand guests read,negative
nice place party,positive
pathetic hospitality book place people go place come know no table not ready make adjustments not bother not like vibe hype not recommend,negative
not good service average food quality neither ac nor cooler facilities good very bad experience never recommend anyone,negative
worst experience roso security people rude expensive worthless plan birthday celebration sorry say place not good drink dilute food also not good,negative
overall ok best pub but open pm no ac seat hot terrace follow force review methodology server soaib stand beside table not submit good review restaurant please stop ask review but say rate us write,negative
shoaib take good care,positive
soaib food good also drink service best ever see very good staff good service,positive
very bad experience would not recommend anyone come food terrible people drink smoke absolutely not place family,negative
not expect,negative
shoib provide us great service food good great portion,positive
avg food service,negative
good enjoy every movements thanka roso music like enjoy partieied lovly muzic best service soaib,positive
sonu pal good service good nature good servings good place group friends good hospitality bt sonu pal good,positive
soaib serve us very polite decent love way treat definitely good job highly impress,positive
very good service person name soaib nice ambience interior place good visit food good,positive
soaib service fast good happy customer price little but wan na talk service staff good,positive
sohib ji provide us very wonderful service,positive
good food gud drink beutiful service staff soyeb gud necthar thanx roso club soyeb bhai,positive
good food service sonu pal best place jaipur rooftop din best ambience super cool good behaviour staff,positive
sohaib bhai very nice thankyou beautiful servicethe ambience amaze live sing session fantastic,positive
ridiculous behaviour staff arrogant rude hussain kindly teach behave customers,negative
good food service soaib ambience also good decent place visit live music amaze visit againnnnn,positive
sonu pal great staff provide best service,positive
shoaib very helpful very hospitale overall ambience very nice service very good must visit place good hospitalitly,positive
awesome service nd food also good mr shoaib very corporative disc nd ambience also very good,positive
ambecious party view good food drink rrof top restaurent type party aaaaaaaaaaaaaaaaaaaaaaa,positive
nice ambiance good food one guy soaib extremely helpful select beverages food very polite behaviour smile face smile eye,positive
sevices soib vere nice friendly trust roso food ambience party place go friends,positive
food awesome grin face big eye face savor food face savor food drink service good soaib place love club joyful,positive
nice restro bar nice food awesome decorations decent staff tasty food enjoy very well must go enjoy soaib,positive
soaib nice food cool staff good climate best place sexy club reasonable price food quality good coffee,positive
mr shoaib great server host great time issue menu zomato isn right change serve actual serve right restaurant good thumb,positive
best service best food special thank husaain make special lovely service drink,positive
soaib amaze provide good service us amaze prefer youtube prefer youtube wich chun way way drink hire,positive
soaib,positive
soaib great service pizza delicious ambience great much fun would definitely come,positive
food amazingand service time very kindspecially soaib one very good profession,positive
overall good experience although mention dj start play pm but start pm mr ali provide great service us,positive
wonderful time thank soaib great service veg kebabs burger great food great ambience,positive
food very tasty vibe very happen very good menu variety food options available shoaib very helpfull wish very best luck,positive
very nice service soaib shanu must visit food better taste try chicken tikka brownie ice cream,positive
food absolutely amaze club awesome nice ambiance beautiful palace superb service mr soaib full enjoy five,positive
great taste great service soaib ambience good environment good hang friends,positive
awesome enthral experience unmatched environment advise drop around enjoy soothe music get intensed time disco open entry fee against get voucher redeemable against drink foods items par bar rat also experience great service bar especial thank soaib mohit,positive
ambience soothe music good food delicious service prompt mr soaib very cooperative friendly mr mohit serve utmost professionalism love,positive
food awesome great club jaipur drink perfect service soaib impressive good fully helpful please go ahead,positive
pretty good nice service nd quick price products not much affordable very spacious,positive
amaze food whole experience start finish great staff club staff specially mr azad n kapil n mr shanu entertain person like behaviour make best cocktail star star,positive
everything good soaib sir very cool man serve us smile face recommend try,positive
lot fun club superb music awesomeambiance nice taste food spacialy great service mr soaib go ahed,positive
good food great ambiance dj lovley awesome music great hospitality soaib amaze servicedecorative beautiful,positive
food delicious enjoy din service soaib also awesome ambiance also good,positive
horrible staff looters aware options skip place,negative
worst service far another city group ppl come good moment totally ruin even come pay bill ask u accept zomato pay say yes payment say item not payable zp pay extra ask whether accept not don say pay u argument agree buck pay extra worst place,negative
lot fun drink food satisfactory staff very friendly mr soaib one serve us,positive
unethical behaviour staff rude treat like either kid study primary school jail dj shit worst jaipur guess totally wastage money weekend better go get booze drive around rather go no wonder people talk shit place,negative
great experience amaze win food service staff soaib extremely knowledgeable make great recommendations,positive
mr shani chaitanya assist very well manner food quality also awesome behaviour staff amaze love roso club thank make night wonderful red heart red heart,positive
very nice vibe great staff ali,positive
service food very good well decoration also good like soooo mch roso heart suit service staff good well likess service soaib very good like,positive
soaib bhai awesome place awesome drink great good time great service,positive
thank service soaib service great ambience amaze particularly take care custumers great experience,positive
greatest place ever see jaipur awesome crowd well behave staff specially thank mr shoaib always available rooftop any query service amaze experience,positive
food drink very yummyyyy special thank mr soaib service like place interior much thank,positive
best usual best service soaib sir best food servicesbest taste best diningjust change name but,positive
service good staff very humble care food quite delicious soaib serve staff happy service,positive
good ambiance great service provide soaib good food need work tandoori chicken spring roll good time,positive
food fantastic love food ambiance staff members very cooperative mr soaib assist us very well,positive
amaze experience great ambience staff highly courteous esp mr shoaib make even great service smiley face,positive
ambience good vibe nice food taste good shoib serve well staff polite must visit,positive
sevice shoaib really very great speedy,positive
soaib good bar tender love ambiance live sing love location song collection good smile face smile eye,positive
thank u soaib wonderful hospitality care awsome experience beautiful ambience must visit,positive
nice place nice servicefood gooddining very luxurious little bite expensiveoverall great experience soaib,positive
person serve food soaib very frank polit wood very good accord price very good service,positive
very nice service do mr shoaib environment really good also staff cooperative food great,positive
service good soaib best music great light food taste very yummy decoration very nice beautiful,positive
very nice place amaze party vibes food also very good service quit well mr shoaib very helpful courteous dj mixminister pretty cool allover nice place,positive
