ratings,reviews
3,Ambiance is very good but food was average and not worth the price.
5,"The Local Table is a great place for bday parties. Very spacious ambience. It’s a great place if you plan to go with your friends, u can play games like chess, soccer, ludo etc. Food was also good in taste and the service is also good."
5,Nice place and good food
5,Its a very good place and the vibe is really awesome!
1,"manager is not coperating person, advance payment not show at restrorent"
5,Thanks to the service provided by mr. dhanpal Ji .. Good food and ambience 
5,"we like the ambience ,food,hospitality and specially services provided by dhanpal ji"
5,"What a place !!What amazing food !!The sweetest & genuine owner who actually loves the food & their customers.Staff is really well trained and they will help you out with everything.Thank you so much ""Dhanpal Ji"" for an amazing service."
5,Nice place to visit Great ambience Thank you to mr dhanpal for good service
3,"Lovely place, with beautiful ambiance, specially on the rooftop. We chose to go for the roof top which was quite spacious and open, with a beautiful view.What was bit disappointing was the maintenance of the place. Noticed chutney being spilled on the sofa, shifted to a new one and saw quite a few holes. This was a bit let down.Well, food saved our mood for the day. The cheese garlic bread was nicely made. And the Butter Chicken was absolutely mouthwatering. One of the best for sure. If I ever go back to this place, it would be for Butter Chicken.Happy EATING!"
2,only crispy corn was good. Main course is less than average
4,Service is very poor. Very slow
5,"Perfect place and food, they saved us on last minute. We reached by 11:30 PM and where all other places denied to serve food. They were ready to cater us. Great place and amazing food."
3,Food Is Good But Staff Behaviour Is Very Bad 
3,Food was very good. We had gone after 9PM so the music outside the dining area was very very loud. The dining area smelt funny
2,"Ordered 4 shakes only consumed 1.5. Nuggets went almost untouched. This restaurant is not for my circle and I, maybe others would like I don't know. Just really depends on your taste and food choices whether you prefer a certain restaurant for next visit. The ambience was fine though."
1,Worst cafe in jaipur…..waiter named ashok naruka was very arrogant and rude to us he was not at all hospitable. Also the quality of the food served was not at all good and not cooked properly
1,They denied service stating random reasons. They made is wait for a long time and asked us to change tables several times before asking us to leave.. worst experience from the restaurant and Zomato for letting restaurants misbehave to customers.
1,They let us out early because we were only 3 people and they made random excuses to not accommodate our order. They first made us wait and shifted us around 2-3 seats before they mentioned this. 
5,Great place to hang out. The staff is really friendly and responsible. I accidentally forgot my wallet there and remembered a few days later. They had kept it very safely and handed it over to me without any hassle. Really appreciate!
2,Though the  live music was excellent.......but the food was below average.....can say tasteless not worth it place
1,"Imtiyaz the waiter is very unprofessional he spoiled our entire mood and experience, doesn't treat guests as guests, very arrogant and rude, would never recommend anyone to visit if you are planning to have to celebrate a special moment or day here coz you never know what these rude waiters might come up with ro spoil your day, they treat guests as if people are coming to eat for free, he even went on to turn off the light for a minute right at 12 Am even though it was my birthday and then later turned on and gave excuses about it, just to spoil the moment. He argued with my whole group even about the order, this doesn't ends here the restaurant has a scheme to scam customers too, when...read more"
1,"Imtiyaz the waiter is very unprofessional he spoiled our entire mood and experience, doesn’t treat guests as guests, very arrogant and rude, would never recommend anyone to visit if you are planning to have to celebrate a special moment or day here coz you never know what these rude waiters might come up with ro spoil your day, they treat guests as if people are coming to eat for free, he even went on to turn off the light for a minute right at 12 Am even though it was my birthday and then later turned on and gave excuses about it, just to spoil the moment. He argued with my whole group even about the order, this doesn’t ends here the restaurant has a scheme to scam customers too...read more"
1,"Service is pathetic,they do not listen to their guest at all.you keep on asking for water,glass but they do not bother.Just place water bottle in front of you and when you ask for glasses they become deaf.I actually realised that most of the staff there is rude and it looks customers are burden to them.Food quality is bad,no taste nothing.Isse acha h dhabe pe chale jao."
5,
4,
4,
5,
5,
5,
3,Management is not cooperative..Even with multiple requests as we were 6.people visiting the place they are not ready to provide proper sitting arrangement and are adamant in spite of seats visibly available.
4,
4,
5,
1,"pizza was raw not baked properly.staff service was bad , one water bottle is charged at 118 . normal water wasn't provided even after multiple time"
5,
3,
5,
5,
5,
5,
1,"They give you the bill without asking and specially when you are still having your foodStaff is really rude and keep staring us. Infect when we address some problem they don’t even listen to us and just ignore us!!!!I seriously advise don’t ever visit there!!!!! If they cant treat their customers properly then they cant do anything! And they keep on switching off the AC if there is only one customer there, we have to keep remind them kindly switch on the AC we are still here. They show so many tantrums to switch on the AC for  2-3 persons!!They don’t even let us sit in the cover area obviously its out choice where to sit!!!!"
1,
1,"It’s showing the opening time is till 4am, whereas at the restaurant they started winding up as soon as passing 11:30pm.  We were asked to take away over food, which was rude.  They shouldn’t have taken order till 11:30pm."
5,
5,
1,"This is the worst place I’ve ever been to. We went there on this weekend and order food and a few drinks. They got all the order but no drink . After telling them so many times they have no response and started ignoring. In the end, when we finally asked strictly for the drinks , one of the staff said he can’t go and make it so if the chef gives it he will serve. That was too rude. They made us wait for an hour and later denied the availability of specific drinks. Such a bad experience we had. I would never recommend this place to anyone. Also it is not at all lively: their live music was so so annoying. So cheap. Whole weekend wasted."
5,
5,
5,
5,
5,
5,
5,
4,
5,
5,
5,
5,
5,
5,
5,
5,Good food good environment 
5,
5,
4,
4,
4,
5,
5,
1,
5,
5,
5,
5,
5,
5,
4,
1,40 percent ko le kar bahut behas hote h plz call me
5,
5,
3,
5,
2,
1,Probably the most arrogant and ill-mannered staff one would ever find.
5,
5,Great food and service.
1,service is very  very poor...n ac not working 
5,
1,I come on 20 july two person with booking but not entered me say to today have stag party but why he book never write in zomato is for only stag and manager not entered in resuranet i have my guiest with me  not good experiance very insulting fell me
5,
4,
5,
5,
5,
4,
1,"The staff and the service was pathetic,they got me the bill after 3:30 knowing i won't get the 40% discount for which i pre booked my table for and they wanted me to pay service charge as well upon asking the staff was getting agitated and was rude throughout."
4,was Too much Hot on RooftopAtleast they Should Install some more Fans
3,
1,
5,
5,
4,
5,
5,
5,
5,
1,It was a very bad experience The staff is very rude and very bad service too I will recommend going to some other better place. 
5,
5,"nicee I got the paneer pizza and for a very good price too, the taste is fabulous "
4,
4,
1,I specifically called them and asked to microwave the cake slice and they agreed to do it but then they sent a very hard n cold slice. 
5,
5,"A great place to spend time with your loved ones, appropriate ambience and dancing space with good management. Mr. Kishore was very polite and the service was too good. Definitely going back in future."
5,Ambience is really good . Service is really good and MR. kuldeep assisted us very well . Food is also tastes good . must vist place in jaipur. 
5,Perfect service. Kuldeep served us well
5,"Kuldeep served us, it was great experience amazing ambience and live music was also great also the food is 10/10 loved over all experience"
1,pathetic food 
5,amazing place. 
1,Service is too bad.
3,Food should be more yummy! It was bland and found no taste
5,Amazing Staff
5,I must say that the food was very good in taste and the ambience was magnificent.Although a good experience.
5,Good foodGreat service by Mr. Ujjwal
4,good service 
5,"excellent service, all staffs are cordial and well behaved. Foods are delicious. I met Ujjal, the best service given by him. Thanks."
5,Good service by Saddam
5,very good food and ambience.
5,nice service by saddam
5,saddam was good overall good experience 
5,Amazing place and grt service by ujjwal
5,The ambience and food were really good. 
5,"delicious food, polite staff, rooftop sitting area is great..... overall it gives a good experience.....only live music was not that good and it felt like noise..."
5,Best
4,
5,
1,i have ordered waffle but the food seems like a chocolate in middle of 2 breads thats it.nothing more than that.please refund my money 
1,order delivery is too late
5,it was just salted fries and not peri peri fries that was delivered. the drink was fantastic though
4,small size of pizza 
1,all the coffee was spilled
1,rotten food
1,
4,Burgers were dry
1,burger dikhya kuch or de kuch or diya bilkul acha nhi tha frise bhi bht kam.diye the ....
1,"Fries were undercooked,  and why there is only one ketchup pouch."
1,o taste waste of money. they didnt evene send origano for garlic brread and its not fresh n hot both coffee and garlic bread
1,there was no sugar in coffee.. even they didnt send any sugar sachet 
5,"This cozy restaurant has left the best impressions! Hospitable hosts, delicious dishes, beautiful presentation, and wonderful dessert. I recommend to everyone! I would like to come back here again and again"
4,
4,lovely food with delicious ambiancei would like to visit again.its a good budget friendly restaurant ♥️
5,"Visited this cute cozy place with my friends and had a great time , brews n. Buns offers lots of food and drinks options , they have food combos too. The price is very reasonable and taste of the food is good too.  You can enjoy seating inside and outside as well . A must try place . Situated in Malviya Nagar  behind wtp . Try there wraps and pizza too. Thank me later ."
5,I completely loved this place. It had few board & card games. The food was nice. A quiet place to spend some quality time Or to work. Since music isn't loud you can try working out of here sometimes. Must visit.
5,wesome food.. Best cafe ever visit. price of everything is resonable and environment is good. sound and ever thing is upto marks best place for visit. And plzza is so gud
5,
5,"Recently visited this cute cafe. The ambiance was lovely. I tried a variety of dishes, including their burger, Mexican wrap, pizza, Tiramisu shake, cappuccino, cold coffee, and a brownie. Out of these, I must definitely recommend their burger, Mexican wrap, cold coffee, and brownie. The burger and wrap were packed with flavor, the cold coffee was really nice, and the brownie was just perfect. Overall, my experience at this cafe was quite enjoyable."
5,it's a perfect place for college and school students.budget friendly.serving best burgers and coffee.great vibes and stafftried- tiramisu brownie FRAPPEMEXICAN wrapcrispy veg burger. and everything tasted good.
5,It is a good place. Everything here is Budget friendly. Food was yummy but the best was brownie with Icecream was yummy. Amazing vibes and friendly staff make it a place to visit in Malviya nagar.
5,"Recently I visited this place and tried Brews and Buns Burger Meal, Wrap, Classic Frappe and Cappuccino and everything was tasty and quite pocket friendly. The ambience also provided peaceful vibes. Definitely Recommend 💯"
1,
5,
1,very bad
1,Bakwaas Quality
5,all good
1,Ice is totally melted and very disappointed
5,wow pizza... it's really best bestmust try
5,amazing Pizza 
5,delicious 
5,nice prepared by chef hariom love the experience. 
5,its awesome thanks for the delicious meal❤️❤️❤️❤️
5,"Amazing taste, very thick, highly recommended. "
5,"wow, amazing burger, one of the best... #1 in Jaipur "
5,"Very tasty sandwich, crispy, creamy and yummy. "
5,I just loved the food and chef Rajesh's work and dedication for cooking is very impressive that he'll serve the best food that you want 🤩
5,The food is amazing.. specially jaggery cake and salads… hospitality is very nice specially chef Rajesh is very kind and he’ll make sure that he’ll cook the best food to make your teste buds happy 🥰😊
5,"Loved the quality & food presented to us by Chef Rajesh @ how sweet , lalkothi branch ,Must try hummus sandwich , Hand beaten Coffee & Cheese chilli toast Keep up the good work How Sweet :)"
5,
2,The Patties were tasty but extremely cold
1,less portion size the cake should be of 1 pound only 1 slice is delivered 
5,
5,
5,
5,
5,"Good place for family dine in, they are serving good food, value for money. You can even organise parties here they have separate banquet hall with a capacity of 50 people"
5,went there with family. decent ambience and excellent food. would recommend going there 
4,
1,very spicy and very less cottage cheese. only 3-4 pcs for such a high price.
5,awesome food... thanks Zomato...you are my best friend 
1,
3,
1,"Only banana, apple, and orange was there, that too only very few pieces.No masala added at all"
5,
5,The food is fantastic and taste much better and has a ecofriendly environment..
5,
1,"Taste is okayish only, but the simple act of sending crispy noodle seperate was not followed 🥲"
5,One of the best budget restro. Awesome panneer tikka nd Kashmiri pulaoo food with on-time delivery. Appreciated the efforts of staff to make it so good.
5,kashmiri pulao & paneer tikka is something which I really love the most & really vry quick service I'm definitely going back...👌💯😃
5,service is amazing and service dept. person niwas is good his behavior and servicing are awesome like to familiar 
5,Tasty food and great service 
5,बहुत अच्छा खाना है बहुत अच्छा स्टाफ है सफाई भी अच्छी है मैं मेरी फैमिली के साथ में आया था इस रेस्टोरेंट में वेजीटेरियन रेस्टोरेंट मैं आता रहूंगा यार रेट भी रीजनेबल है आई लाइक दिस रेस्टोरेंट
5,"This restaurant is very good, the food here was also very good, I came to the restaurant with my family, I liked coming here keep coming here"
1,only 6 pc's 
1,
5,
2,Is that a peach ice tea without ice ???????
1,The restaurant did not give the complete order. A full portion of it was missing.
1,mera 100 rupay case nhi aaya
1,
2,"Very bad way of writing on the cake, it ruined the whole look of the cake"
3,
2,Old baguette
5,The food here is really nice and do keep space for the amazing deserts at the end! Keep up the good job
5,
1,The quiche has a sweet tart base!! WHY!!!?The goat cheese bagel also had some masala in it. WHY!!?
4,
1,Wrong product received
5,
1,it was written blueberry cheese cake and I received one portion of it. And that too in spilled condition 
5,Happy place
5,Camiano is the best patisserie in town. Love everything they serve.
4,baklava is okay but bonbon was amazing 
1,
5,Amazing Food
4,
4,
5,must try crispy roll and corn pizza
5,
3,
2,
5,
2,"orange almond cake is a fraud in the name of regular size if we compare the price with it. it was the size last slice of Britania or parle cake, so paying that much for that portion was a stupidity from my end. hazelnut Paris brest was nice if we talk about the portion size but taste was not good. it was fresh, yes, but taste was of regular. "
5,
3,
3,
1,did not taste as it should so disappointed.
5,
1,"Very poor experience, patissre sent only one fresh fruit chantility when I ordered two, and when contacted they did not agree to refund but to give me a coupon of rupee 238 . Alas, but the item was of rupee 252.. See the cheating.. first don't swnd the complete order, then the item which was delivered was spilled and third they will not acknowledge the mistake by Doing justice to customer. "
2,Both desserts had a stale smell and aftertaste
1,the bagel sandwich was cold when received and broke apart. not good at all
3,
4,
1,"the cake wasn't fresh at all, it had some weird smell in the cake. we have had only one bite of the cake "
5,
2,2 star 
5,
5,
2,
5,
5,
5,
1,this place has disappointed me beyond explanation your roll was horrible 
3,"While I really like your quality, I would say the quantity you provide for sabji isn't even enough for even one person and you reducing it with every order. Today the quality isn't good either. i just tasted. still giving 3 cause have eaten good food from you many times. "
5,packaging is awesome 
1,
5,
4,packaging -5/5quality - 5/5 taste - 4/5 taste of paneer filling is jst same as paneer butter masala gravy cum sbji .. so I missed that mughlai flavour in it . overall good one 
1,I paid 400 and regularly buy from them. didn't expect this low quantity. you should have just cancelled my order.  what about customer experience? you all restaurants just making money out of nothing. 
5,Best in rolls ❤️
1,
4,
5,very good burger but please don't add chips in it🥲🥲
1,The drink was terrible. Felt very stale
1,
5,
1,Support was bad
1,
5,
1,
5,"awesome taste,hygienic "
4,
1,cold food in cold weather 
5,
1,
1,The quality of dal makhani was extremely poor..it was more of water than dal.
1,
5,nice 
5,superb 
1,Bad tasted food .
5,गुड सर्विस फास्टेस्ट फूड डिलीवरी एंड सर्विंग
5,nice 
5,good सर्विस 
5,good 
4,
5,Good service nice gaming zone
5,Good quality best food provider in Mbc Cafe
5,
4,
5,nice food 
1,"food quality pethatic, pizza worst garlic bread useless, worst pizza I ever eat"
5,
1,food not good 😡😡😡😡😡 
1,cold pizza 
2,
2,"food is good,packing is alsoo good,food quantity is very good but in the cheese grilled sandwich vegetables should be chopped in fine pieces."
2,
4,pizza is good sandwich is so poor quality 
4,Improve your packaging
3,Packing was loose. Oil had spilled out. 
1,
1,
5,Great taste 👍 Keep it up.
1,not good 
3,
1,I say don't use coriander sir 
1,worst cafe ever... seriously 10 bjeh order Kia tha or 1 bjeh aa raha h order
5,
1,thread in my order
4,
5,
2,
4,food quality was good 👍😊
5,Great taste👍
5,taste is good 
5,
5,Very good food. Loved the place. ❤️
1,isme oil bhut jyda h or spoon be nhi dala apne haka noddels m is liye apka rewie bhut khrab h  h 
5,must try
2,
3,
5,good but it was soggy.make it more crunchy. overall fine.
1,"Low Quality, Totally Oily, Thrown in dustbin"
4,
5,Really Awesome Experience. The ambience is soothing and the quality of service and food provided was just wow.
2,
2,
5,Awesome interior with yummy food. Pocket friendly. Staff is nice and helpful. I Loved the place and will visit again for sure. 
5,
5,"This Café has got such a nice ambience which is really soothing to the eyes.. With the addition of live music, it's perfect for hanging out with friends, and family. The staff is extremely polite and the service is quick. The food really tastes so good.. I'm a fan!! Must try the Mexicana pizza, the black currant shake, Choco vanilla shake, cheezy balls, and honey chilli potatoes!!"
5,It's one of my favourite cafe in Malviya Nagar ..the food is really very tasty and prices are also reasonable White sauce pasta is the best you can order here it's there speciality . Staff behaviour is also good they clearly explains everything you ask about the menu and food items . It's the most reasonable cafe around that area I would refer this place to everyone who is looking for some good cafe in that area as they have plenty of space and also with good ambiance they have good taste also It's a good combination .
5,
5,
5,
5,
4,It is situated just behind the wtp. Ambience is quite good. Service is also good. White sause Pasta and pizza was totally good but didn't like their nachos much. One thing more that makes it different it has swing like seating that is quite interesting. Moreover it is not so costly so can visit here for quick bite and small parties.
5,
5,"Cafe hungry birds is located in Malviya Nagar near WTPThe ambience of this place is amazing guyssI just explored many cafe and restaurants But the ambience of hungry birds is the besttThey have beautiful decor like cage, leaves and many moreAnd the best thing is sitting arrangement They have wooden swings for sitting And personally I liked that thing very much They serve amazing food and the gesture of staff is amazing Well mannered We had- (ratings)- Brownie cake(5/5)- Nutella Shake(5/5)- potato wedges(4/5)- mellino pizza(5/5)- lovely brownie shake(5/5)Must visit place Follow us on Instagram for more updates droolingsouls"
5,Amazing place. Where you can chill out with friends. Good taste of food. They have also nice collection of songs. Service is also good. Stuff is friendly.
1,Worst experience..they refused to take zomato gold..bcz of personal issues between zomato & restro..we faced Soo much trouble & heated arguments..even zomato customer care could not able to solved the issue..I paid in full.. wasted my mood. Money..time..
4,Located behind WTPUnique Ambience with seating on swingsWith selfie cornerGood musicGood foodWell spoken staffPlace for private party also
3,Liked the ambience as it was pretty different from the other cafes. It has swinging chairs which is a completely different concept. Food was average.For the first 10 minutes nobody came to take an order from us even after calling them several times. I would say their service can be improved.Overall I liked the cafe just because of its ambience.
4,➡️Location :Hungry birds cafe is located at Malviya Nagar Jaipur.➡️Ambience :The cafe has been maintained beautifully. It has hanging seats.Rating = 4/5➡️Food :The food was great.We tried :1. Honey chilli potato2. Schezwan garlic noodles3. Purpigna pizza4. Alla de fattore pastaOverall rating= 4/5➡️Staff n Service :It has a great service.Over Rating = 5/5➡️Parking :There is no problem for parking.Overall Rating = 5/5
4,"A good cafe. With a beautiful interior having a fast service. Rates of all the items of the cafe are not so high, they are lower then others and with good quality food."
4,The place is beautiful with amazing and different interior design...one is attracted towards that while the service is nice and humble and food is fine.
4,Different and Nice AmbienceFood is okayService is goodOrdered:Siciliana Pizza: 4/5Cheesy Nachos: 2/5Chilli Paneer: 3.5/5Honey Chilli Potato: 3.5/5Pink Sause Pasta: 2.5/5
4,This restaurant is quite pocket friendly located just behind the wtp ...with a beautiful ambience..friendly staff...but service is quite slow....but food is not that bad uts quite good....i had these thingsMexican pizza----4/5 quite goodPink pasta----2/5 i didnt liked it ..tastless. ...just boiled broccolisAnd honey chilli potato----5/5 (fries are luttle big chopped😆😆😆)Overall a good place for snaxks with friends
3,It was vacant only my family was there on a weekend at 10 pm it was quite disappointing and the deserts what not available to we want to have concept of cafe is quite interesting
4,BBQ sandwich is good. ⭐️⭐️⭐️⭐️Chinese Sizzler. ⭐️⭐️⭐️Sizzler brownie ⭐️⭐️⭐️⭐️Ambience is good. I dont like to much good but its so so you can visit one time. 💫
3,I love the honey chilli potato but the indiana pizza is not that good . Pizza needs improvement 😊the ambience is good . Facilities are also good 👍
5,"I totally loved the place.It's my first time there..I liked the ambience,Service was good,Food..pizza was very nice..Enjoyed!#likeit #tryit #shareit"
4,"Very budget friendly.Food quality is good.Ambience is decent for regular visit.Service is fast. Music is okay.In all, it can be visited for revisits."
5,its one of my favourite cafe. There staff is coordinating.The working of the staff is fast and the place nice to go with friends. I love the ambience of the cafe.
2,"This place is located in Malviya NagarHere you can go with your family and friends.But, the food they serve is not really good in taste and is not baked properly. Also, the main course tastes really bad doesn't feels like paying a good amount of bucks for the food they are offering.If we talk about dessert then it is far better than the starters and the main course.The service is also really slow like you have to ask them number of times then they will get your order and the staff is also really harsh so as the owner.Ambience is also okay okay not so good or something catchy,Here you have to face parking problem as well. "
3,"I am really disappointed with the food that the restaurant is delivering these days. I’m ordering from hungry birds for months and the food was always amazing and I always gave 5 stars for it, but the last 4 times that I ordered the food is just bad. The potato wedges is oily and not well cooked, without mention the size that is the half now. The burger is just dry with a bad bread without the cheese sauce that was coming along before. I am writing this review because I really hope the restaurant improves the delivery food and come back to be like before, otherwise you guys will start to lose customers. The food was amazing before so it can be amazing again. "
4,"This place is truely for late night hungry birds. we went to this place at midnight and had lot of food. we ordered cheese balls, chinese sizzler, hakka noodles, valentino pizza, baby corn fries, peach ice tea, white chocolate shake. All the food items were super amazing. They offer tasty food at minimal price. "
5,"Cozy place to be, been there twice and never find too much rush, and most important food, We find it good, even with out too much spices. We tried rajma and hara bhara kabab, both delicious. "
4,The place is cozy and is perfect for a lunch date with your loved ones. The swing table is an attraction to the visitors and the food is also nice and tasty. 
5,"Nice place, good lighting and very co-operative staff. Good food and good prices Try the Tabassco Pizza to be knocked out of the pizza box you hav le been in, very nice and crisp crust and body of flavors."
5,"I would say this is a very decent place with ample space to sit around. The place is Properly ventilated inspite of being located in Basement. We ordered - hazelnut shake, dark brownie shake, watermelon mojito, pink sauce pasta, Mellino pizza. All tasted good, and special mention would be shakes as the sweetness was just perfect (not like other places) . I would recommend this place for your casual or even family hangouts as it is located just behind WTP. Cheers !"
5,This is good plce for the foodies its food is really amazing and ambience is also really good way the present is amazing i recommend to visit here.
5,Really loved the ice tea here. Cheese related food is must try here. Loved the ambiance. Yes really loved the ice tea. I know I said it twice because i meant it. 👍🏻😊
4,"Amazing place behind WTP. Good location. Opens till late and provides delish food in pocket-friendly prices. I tried their cold coffee, fried rice, noodles, sandwich and pizza and everything was soo good. Nice ambiance and good staff too."
2,Did have a lot of hopes with this place...based on it's reviews...but was heartbroken when visited here...Staff was not willing to serve and when asked to use zomato gold...we were shown a limited menu to order upon to avail zomato gold..They have worked on interiors pretty well..But got really disappointed with staff and service that we get back without eating there...Giving two stars for interiors...
4,"Though the gold service was denied, but after our complain the manager was quick enough to reply with politeness and utmost courtesy ! Scope for improvement but still a go to place! thanks "
5,"Brilliant taste, quick service, beautiful ambience, value for money.. what more could you ask for.. This place has it all.. Best part - Swings.. "
4,"Amazing Food and Courteous Staff. Has Sapcious, good decor and soothing music. A must check out place for all your night cravings at decent prices. "
5,"A cute little cafe located just behind WTP ! We went their with family and kids. I would love to say that the staff was very polite. We ordered white sauce pasta, pizza, Hakka noodles, spring rolls, nachos, honey chilly potato, paneer lababdar, dal tadka and stuffed naan.Everything was delicious and served quickly.Kudos !!!!"
4,One of the best pocket friendly cafe in Malviya Nagar Jaipur..there are only some this type of cafe in Jaipur which have (Zomato gold+ sesha+ pocket friendly)..the ambiance is very good.. you will see swinging seats in this cafe... It has seprate area for smoking... The behaviour of staff is very good... 
5,Amazing place and awesome food.U can either sit or have a swing there 😅.Food is very economical and tastelicious.Loved the stuffed naan.One can enjoy the ambience it's seriously awesome
4,"Situated behind the wtp mall. It's a cute place. This place is not so spacious but the they have utilised the entire area smartly. The interior and ambience and the place is really cute and beautiful. You can sit on the swing and enjoy your time with some good food and drinks. I tried kiwi green apple mojito,exotica pizza and baby corn fritters. It's a must visit place. "
5,GREAT AMBIENCE.Starters are a bit cheaper compared to most cafes around and the taste was 10 on 10.Main course was also on the finer side though I think taste can be improved a bit as per the cost. Rest everything was great. 
5,"One of the best places to hang around with your loved ones. Concept is great. Quality of food and Services is also nice. One of the pocket friendly place with good ambiance and good food. Must try. Unable to use the nearby coupon of the day when I visited, though the experience was good."
1,Food and all was good but I found a hair in my pasta and it was very disgusting not a good experience at all. Pizza was good in taste but this pasta was not that good.
5,This is such a pretty place. I loved its ambience. The seating could have been a bit more comfortable bur then its not a big issue. The food is delicious And the service is pretty good as well.
4,"This place has it's own charm, As this is present on an underground floor, from outside you won't feel that the place will be that good but the point you enter the place you get the vibe of a nice cafe.We ordered1. Mellino Pizza thick crust - it was awesome, it's topping and base sauce make it's taste fab, also quantity was very good.2. Pink Pasta - It had very nice creamy sweet & spicy kinda flavour, quantity was decent.3 Chocolate Shake:- It was very tasty and quantity was very good.4. Cappuccino:- Cup was for this is really small as compared to other places like CCD, Costa Coffee also it was decent in taste.Overall, the place felt very refreshing, ambiance is very good and staff...read more"
5,Food was very tasty and yummy...Ambience was nice and pleasant...Service was also pleasing and respectful...On a whole that was a good experience...
4,"This place has got best sitting options for me, low height sitting when I'm tired and sitting with swing when I'm with too much energy 😋They serve decent food and shakes, must try for a relaxed evening.They also serve hukkah(shhhhh)"
5,I am really in love with this place the food and ambience is totally awesome and the staff attitude is good towards the customer and the owner is so polite and so good moreover they are providing best food at low cost which is remarkable I really recommend everyone to go there and have some good time.Food- 5/5Ambience- 5/5Staff- 5/5Recommendation- extremely highFollow us on Instagram- @foodie_jaipurAnd on Zomato- Foodiee Jaipur 
3,Hungry birds did fulfill hunger yet didn’t satisfy to the extent of its overall rating.We ordered:Popcorn Latte 5/5Mug cake 3/5Chinese sizzler 3/5Cheese corn balls 3/5Cottage cheese tacos 2/5Overall experience 3.5/5
4,"One of the best late night cafe, however they don't accept zomato gold during the night hours after 11 pm was a bit disappointing.And they also have the non alcoholic beer which i would like to suggest you to try. "
4,Visited this place few hours back with my friend. We planned to have cheese balls and grilled sandwich and we ordered both as well with chocolate shake. Cheese corn balls - 5/5 perfect combination of crispy and cheese. Cottage cheese with arrabiata sauce sandwich-3/5 Chocolate shake- 4/5 Staff is extremely polite we felt that chocolate shake was less sweet we asked them and they served us new one. Ambience is excellent and they have space for small bday parties too. 
1,"My previous review was pulled down because apparently Zomato has some constraints in their guidelines for negative reviews. So I'm posting a new one while staying within those constraints. 🤷‍♂️----One of the worst experience so far. Bad food, sub-standard service, and loud music.Food: The food was terrible, and did not taste good. 🤢 (That's all I can write due to those constraints)Service: Although the service wasn't bad, but the staff did not seem well trained at all. Who serves starters before main course? 😒Ambience: It's supposed to be a cafe, but the music setup seems like of a wannabe club. 🤔Never visiting again."
4,Cafe hungry bird located behind wtp..it is a nice place to hangout with friends.. ambience was good. Taste Wass goodd.. service was good..staff members are nice..all over Cafe was nice nd a cool place..
5,The place is absolutely amazing with a fabulous ambience. It is very soothing and you can take your friends and family alike. The entries interior decor is thematic and I am sure you would absolutely love being there. 
3,"""⭐⭐⭐""I recently visited this place along with friends. A decent place. Everything about the place was great, including the service and ambience.But in terms of the food, I thought that a few dishes were overpriced and not worth the money.We ordered broccoli, veg platter dimsums, almond dimsums, hot and sweet mushroom baos, and red wine poached pear salad along with a drink.To be honest, I didn't enjoy anything else but baos and dimsums.This cafe is great if you enjoy light food, or else pass."
5,"In last 6 months I have visited this cafe more than 10 times as they serve the food is truly amazing, with the desserts being an absolute highlight. The staff is incredibly nice and sweet, providing excellent service. The ambiance is the cherry on top, making it a perfect spot for a delightful dining experience. It is 10/10 place"
3,
5,very good service by Raju je very politely man love you ⭐⭐⭐⭐⭐🌛🥃🍺🆗
1,"i ordered masala omlette but received some mushroom dish  , Actually I ordered it for patient this is totally unexpected "
5,"Amazing food , delicious margarita pizza 🍕, love the cheesecake (best best best ) , special thanks to staff person ZAID who click insta worthy beautiful photos ….. great hospitality by Mr. Abhishek Must visit place ……"
5,"Delicious margarita pizza , best cheesecake ( mouthwatering) , amazing ambiance and there is a supb photographer ZAID who clicks your amazing insta worthy photos. Great hospitality by Mr. Abhishek ….. overall good place for lunch and dinner date 👍🏼👍🏼"
5,"Recently favourite place. The ambience is very welcoming and charming. Serving delicious food…you will get the best croissant sandwiches, Dim-sum, shakes and many more here. Order anything from their menu you will enjoy every single bite of that. Highly recommend."
5,Amazingly yummy food and the drinks were superb too. Must visit 😍🥰
5,Please get baby chairs for kids .
5,
5,
5,The food was great.Ambiance was very calm.Most fav- Chilly cheese Dumplings Other ordered-Sriracha potato tots Pesto Sandwich Bubble tea - peach  Churros
5,"I recently had the chicken dimsums at the café, and they were exquisitely delectable. Frankly, I've never tried dimsums of this quality elsewhere, they were truly unparalleled in taste and satisfaction.🫶🏻"
5,"I visited the place recently and it was so peaceful and the playlist was so soothing.talking about food I tried Thai Herbs Dim sums , lavender bubble tea,red valvet pastry (a must try),farmhouse pizza and mixed sauce pasta.everything was so delicious that I was not able to find any drawback in food.also they have an outside sitting for people who love to smoke.The owner is a nice person so are the waiters.overall experience was 5/5.I will definitely recommend this place for couples ,family and kitty parties."
5,best cafe in Jaipur must visit
5,
5,must visit place..
5,"Visited this pretty cafe with my best friend recently! The place is amazing and the staff is so polite ! Talking about food - this is has to be my go to place for smoothie bowls from now onwards , churros were mouth watering and you shouldn’t miss their mocktails ! The presentation is also so eye pleasing ! Thanks for hosting us ! ❤️"
5,very beautiful.
5,Best place to have good food in Raja park. Their service was excellent and they decorated the table for us when asked for my friend’s birthday. Their in house bakery is so amazing.
5,"One of the best place in Jaipur to hangout with friends, to go on a date with your partner or for family get together. They serve best churros & Dimsums in town. Their ambience is so beautiful and gives royal vibes. Must visit this place"
3,
